ref	object	object_type	peeled_object	peeled_type	created_at	subject	original_url	commit_url
refs/tags/v4.9-rc6	edc31677f4f97b582fbc53659337dddb210a22fa	tag	9c763584b7c8911106bb77af7e648bef09af9d80	commit	2016-11-20T13:52:31-08:00	Linux 4.9-rc6	https://github.com/extfuse/linux/releases/tag/v4.9-rc6	https://github.com/extfuse/linux/commit/9c763584b7c8911106bb77af7e648bef09af9d80
refs/tags/v4.9-rc7	512983f23bc1346e6dbaf0b899257332659d9f5d	tag	e5517c2a5a49ed5e99047008629f1cd60246ea0e	commit	2016-11-27T13:08:48-08:00	Linux 4.9-rc7	https://github.com/extfuse/linux/releases/tag/v4.9-rc7	https://github.com/extfuse/linux/commit/e5517c2a5a49ed5e99047008629f1cd60246ea0e
refs/tags/v4.9-rc8	a9b7e3f1eada90250a6b2ab2ef3e0a846cb16831	tag	3e5de27e940d00d8d504dfb96625fb654f641509	commit	2016-12-04T12:50:58-08:00	Linux 4.9-rc8	https://github.com/extfuse/linux/releases/tag/v4.9-rc8	https://github.com/extfuse/linux/commit/3e5de27e940d00d8d504dfb96625fb654f641509
refs/tags/v5.0	cfb40dbadb669988d32ec0f4f716f541902c7895	tag	1c163f4c7b3f621efff9b28a47abb36f7378d783	commit	2019-03-03T15:21:38-08:00	Linux 5.0	https://github.com/extfuse/linux/releases/tag/v5.0	https://github.com/extfuse/linux/commit/1c163f4c7b3f621efff9b28a47abb36f7378d783
refs/tags/v5.0-rc1	0dd18ffb54df420d2c7d25bc5259942dbbc2a610	tag	bfeffd155283772bbe78c6a05dec7c0128ee500c	commit	2019-01-06T17:08:29-08:00	Linux 5.0-rc1	https://github.com/extfuse/linux/releases/tag/v5.0-rc1	https://github.com/extfuse/linux/commit/bfeffd155283772bbe78c6a05dec7c0128ee500c
refs/tags/v5.0-rc2	6f38b5d6cfd43dde3058a10c68baae9cf17af912	tag	1c7fc5cbc33980acd13d668f1c8f0313d6ae9fd8	commit	2019-01-14T10:41:20+12:00	Linux 5.0-rc2	https://github.com/extfuse/linux/releases/tag/v5.0-rc2	https://github.com/extfuse/linux/commit/1c7fc5cbc33980acd13d668f1c8f0313d6ae9fd8
refs/tags/v5.0-rc3	0c356ad876fa1d72f08a9eef059e6d6ebe3a6e4d	tag	49a57857aeea06ca831043acbb0fa5e0f50602fd	commit	2019-01-21T13:14:53+13:00	Linux 5.0-rc3	https://github.com/extfuse/linux/releases/tag/v5.0-rc3	https://github.com/extfuse/linux/commit/49a57857aeea06ca831043acbb0fa5e0f50602fd
refs/tags/v5.0-rc4	9a57b893babc8ea26e887dd82d5d4b63c0dea9a4	tag	f17b5f06cb92ef2250513a1e154c47b78df07d40	commit	2019-01-27T15:18:12-08:00	Linux 5.0-rc4	https://github.com/extfuse/linux/releases/tag/v5.0-rc4	https://github.com/extfuse/linux/commit/f17b5f06cb92ef2250513a1e154c47b78df07d40
refs/tags/v5.0-rc5	327a5e79e6eb0ef77bd4b808e1a4a282d1644d23	tag	8834f5600cf3c8db365e18a3d5cac2c2780c81e5	commit	2019-02-03T13:48:17-08:00	Linux 5.0-rc5	https://github.com/extfuse/linux/releases/tag/v5.0-rc5	https://github.com/extfuse/linux/commit/8834f5600cf3c8db365e18a3d5cac2c2780c81e5
refs/tags/v5.0-rc6	5c9952325da3c4f39e0b117b91b7acef241c3afc	tag	d13937116f1e82bf508a6325111b322c30c85eb9	commit	2019-02-10T14:42:29-08:00	Linux 5.0-rc6	https://github.com/extfuse/linux/releases/tag/v5.0-rc6	https://github.com/extfuse/linux/commit/d13937116f1e82bf508a6325111b322c30c85eb9
refs/tags/v5.0-rc7	d4588d950276a68c2f52bed31d6fb3e564f87919	tag	a3b22b9f11d9fbc48b0291ea92259a5a810e9438	commit	2019-02-17T18:46:46-08:00	Linux 5.0-rc7	https://github.com/extfuse/linux/releases/tag/v5.0-rc7	https://github.com/extfuse/linux/commit/a3b22b9f11d9fbc48b0291ea92259a5a810e9438
refs/tags/v5.0-rc8	497dce527948a0e9e471ddf45c66d542828c3561	tag	5908e6b738e3357af42c10e1183753c70a0117a9	commit	2019-02-24T16:46:53-08:00	Linux 5.0-rc8	https://github.com/extfuse/linux/releases/tag/v5.0-rc8	https://github.com/extfuse/linux/commit/5908e6b738e3357af42c10e1183753c70a0117a9
refs/tags/v5.1	b0854f56c54832584b1173b997fa665328b50afd	tag	e93c9c99a629c61837d5a7fc2120cd2b6c70dbdd	commit	2019-05-05T17:43:10-07:00	Linux 5.1	https://github.com/extfuse/linux/releases/tag/v5.1	https://github.com/extfuse/linux/commit/e93c9c99a629c61837d5a7fc2120cd2b6c70dbdd
refs/tags/v5.1-rc1	0e8ffd573ccccb680aacabf14ca3282b60ab57dc	tag	9e98c678c2d6ae3a17cb2de55d17f69dddaa231b	commit	2019-03-17T14:22:37-07:00	Linux 5.1-rc1	https://github.com/extfuse/linux/releases/tag/v5.1-rc1	https://github.com/extfuse/linux/commit/9e98c678c2d6ae3a17cb2de55d17f69dddaa231b
refs/tags/v5.1-rc2	046cca6fd4d3017c1dc7463d795c706ca09724a6	tag	8c2ffd9174779014c3fe1f96d9dc3641d9175f00	commit	2019-03-24T14:02:33-07:00	Linux 5.1-rc2	https://github.com/extfuse/linux/releases/tag/v5.1-rc2	https://github.com/extfuse/linux/commit/8c2ffd9174779014c3fe1f96d9dc3641d9175f00
refs/tags/v5.1-rc3	e40bc7462f998035ea03e93daab2e5b27ed22149	tag	79a3aaa7b82e3106be97842dedfd8429248896e6	commit	2019-03-31T14:39:35-07:00	Linux 5.1-rc3	https://github.com/extfuse/linux/releases/tag/v5.1-rc3	https://github.com/extfuse/linux/commit/79a3aaa7b82e3106be97842dedfd8429248896e6
refs/tags/v5.1-rc4	1f3a6c30348e2205f75969e38c02f7d211fa01a9	tag	15ade5d2e7775667cf191cf2f94327a4889f8b9d	commit	2019-04-07T14:10:11-10:00	Linux 5.1-rc4	https://github.com/extfuse/linux/releases/tag/v5.1-rc4	https://github.com/extfuse/linux/commit/15ade5d2e7775667cf191cf2f94327a4889f8b9d
refs/tags/v5.1-rc5	e55675cb6f80500a8aa6db808643f8b66a84bd38	tag	dc4060a5dc2557e6b5aa813bf5b73677299d62d2	commit	2019-04-14T15:17:44-07:00	Linux 5.1-rc5	https://github.com/extfuse/linux/releases/tag/v5.1-rc5	https://github.com/extfuse/linux/commit/dc4060a5dc2557e6b5aa813bf5b73677299d62d2
refs/tags/v5.1-rc6	cd9f1e5b687b85a321f0a9c0bbf95eaf9b8a6b3d	tag	085b7755808aa11f78ab9377257e1dad2e6fa4bb	commit	2019-04-21T10:46:14-07:00	Linux 5.1-rc6	https://github.com/extfuse/linux/releases/tag/v5.1-rc6	https://github.com/extfuse/linux/commit/085b7755808aa11f78ab9377257e1dad2e6fa4bb
refs/tags/v5.1-rc7	460ea0a56a22ae104fa81a09cd5e9e510cdc4d71	tag	37624b58542fb9f2d9a70e6ea006ef8a5f66c30b	commit	2019-04-28T17:04:20-07:00	Linux 5.1-rc7	https://github.com/extfuse/linux/releases/tag/v5.1-rc7	https://github.com/extfuse/linux/commit/37624b58542fb9f2d9a70e6ea006ef8a5f66c30b
refs/tags/v5.2	14817899749faa879ecbeda203c73138c4d65e79	tag	0ecfebd2b52404ae0c54a878c872bb93363ada36	commit	2019-07-07T15:42:04-07:00	Linux 5.2	https://github.com/extfuse/linux/releases/tag/v5.2	https://github.com/extfuse/linux/commit/0ecfebd2b52404ae0c54a878c872bb93363ada36
refs/tags/v5.2-rc1	311e1ea1b63dc428575270b9d4801e3e6f96457b	tag	a188339ca5a396acc588e5851ed7e19f66b0ebd9	commit	2019-05-19T15:47:20-07:00	Linux 5.2-rc1	https://github.com/extfuse/linux/releases/tag/v5.2-rc1	https://github.com/extfuse/linux/commit/a188339ca5a396acc588e5851ed7e19f66b0ebd9
refs/tags/v5.2-rc2	ba4529a907755b8810bec37ba26a43fe8d9ac1b4	tag	cd6c84d8f0cdc911df435bb075ba22ce3c605b07	commit	2019-05-26T16:49:25-07:00	Linux 5.2-rc2	https://github.com/extfuse/linux/releases/tag/v5.2-rc2	https://github.com/extfuse/linux/commit/cd6c84d8f0cdc911df435bb075ba22ce3c605b07
refs/tags/v5.2-rc3	98af7fc496808efe10b304e6c817ea300f8fb56b	tag	f2c7c76c5d0a443053e94adb9f0918fa2fb85c3a	commit	2019-06-02T13:55:43-07:00	Linux 5.2-rc3	https://github.com/extfuse/linux/releases/tag/v5.2-rc3	https://github.com/extfuse/linux/commit/f2c7c76c5d0a443053e94adb9f0918fa2fb85c3a
refs/tags/v5.2-rc4	a09f513e2ab90f4f5636f024dd2222763b98a5b1	tag	d1fdb6d8f6a4109a4263176c84b899076a5f8008	commit	2019-06-08T20:24:54-07:00	Linux 5.2-rc4	https://github.com/extfuse/linux/releases/tag/v5.2-rc4	https://github.com/extfuse/linux/commit/d1fdb6d8f6a4109a4263176c84b899076a5f8008
refs/tags/v5.2-rc5	34781703e15434b965474c4b669b2eb603f3778f	tag	9e0babf2c06c73cda2c0cd37a1653d823adb40ec	commit	2019-06-16T08:49:55-10:00	Linux 5.2-rc5	https://github.com/extfuse/linux/releases/tag/v5.2-rc5	https://github.com/extfuse/linux/commit/9e0babf2c06c73cda2c0cd37a1653d823adb40ec
refs/tags/v5.2-rc6	ef2678862915da4aa7bb2dd8c9608859b358fc9a	tag	4b972a01a7da614b4796475f933094751a295a2f	commit	2019-06-22T16:01:47-07:00	Linux 5.2-rc6	https://github.com/extfuse/linux/releases/tag/v5.2-rc6	https://github.com/extfuse/linux/commit/4b972a01a7da614b4796475f933094751a295a2f
refs/tags/v5.2-rc7	dde2fa21d081aa5152511f1b70d53dfa0bdc0556	tag	6fbc7275c7a9ba97877050335f290341a1fd8dbf	commit	2019-06-30T11:25:43+08:00	Linux 5.2-rc7	https://github.com/extfuse/linux/releases/tag/v5.2-rc7	https://github.com/extfuse/linux/commit/6fbc7275c7a9ba97877050335f290341a1fd8dbf
